,text,sentiment
314,"Affluent Apple Users Out-Spend Android Users But What Do The Numbers Really Mean? $AAPL #aapl
http://t.co/O0lUu7TmEY",0
315,"New meaning to Soviet jokes 'whatever we produce, it turns out as tank': #Russia seeks #Kalashnikov to rival @Apple http://t.co/bD0C0WGD5y",0
316,Your stupid as shit upgrade has ruined the god damned IDE @apple,-1
317,"You pieces of shit @apple! 
God damnit man!",-1
318,"Hey @apple, how come I can't make Genius Bar appointments online anymore?",-1
319,Have Apple's iPad Sales Peaked? #AAPL http://t.co/zDUTviV8ys,0
320,"What happened? RT @Khaleel You pieces of shit @apple! 
God damnit man!",-1
321,"Apple Gets Price Target Boost on Back of Strong iPhone Demand $AAPL #aapl
http://t.co/ciGlB3SYfl",0
322,#AAPL:6 Reasons Apple Could Have Fallen 6% Yesterday...http://t.co/rVJREH9IjF,0
323,@Apple Pay = Compuserve | BTC = the internet,0
324,"#Apple lower following cautious Pac Crest, Deutsche notes #AAPL #CRUS http://t.co/QeSxIwzUIK",0
325,Awesome! @Apple invented peanut-butter-sandwich technology for phones. http://t.co/DPZpoqZTHX,1
326,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/EyE2GtZ2g5",0
327,Lol fuck you. I'm still not buying a new one. @Apple http://t.co/XHqOVbNfZK,-1
328,"AAPL 'buy' reiterated,  target raised to $135 by Canaccord Genuity $AAPL Brief explanation here:  https://t.co/qS1o6LkvgN #AAPL",0
329,#AAPL:Canaccord ups Apple price target to $135 a share...http://t.co/5C0Ea1oLSZ,0
330,"Economic temperature spiking, or terrorist attack?  Either way, how you're not all in... via @zerohedge #AAPL http://t.co/AFxp5Z0mbb",0
331,@apple has caused me so much pain today,-1
332,"#As @Apple [#Apple] still struggles to #meet #iPhone6 demand, #Canaccord raises price .... (#Tuesday, 2 #December) http://t.co/orhJ2UnkM4",-1
333,Not cool @Apple ... not cool. You just bait-and-switched me into paying for an upgrade to server after a 'free' upgd. to 10.10.1?,-1
334,Steve Wozniak to Star in an Upcoming Reality TV Show Focusing on Futuristic Tech [Mac Blog] http://t.co/88VJAjePI4 #AAPL,0
335,iPhone Shortages Not Helping RadioShack as Consumer Sales Plummet http://t.co/UVre2GM1oh #AAPL,-1
336,#SteveJobs will be a crucial witness against #Apple in an #iPod antitrust suit via @BGR #aapl  http://t.co/BBH9g0TUyM,0
337,"TheStreet:  #Android Phones to Dominate Through 2018, While #iOS Phone Revenue Will Dazzle #goog #aapl  http://t.co/bsqSkPFF8O",1
338,TheStreet:  #Apple Gets Price Target Boost on Back of Strong #iPhone Demand #aapl  http://t.co/f2qTGIBDDq,0
339,RT @jopocop: TheStreet:  #Apple Gets Price Target Boost on Back of Strong #iPhone Demand #aapl  http://t.co/f2qTGIBDDq,0
340,#Apple Should Fight New Court Case Over #SteveJobs' DRM Decision - Forbes #aapl http://t.co/hmht2MBHIo,0
341,"All computers are susceptible to Adware, and don't believe that @Apple computers are immune! See this post from Apple
http://t.co/ADWlfrzsm0",0
342,6 Reasons #Apple Could Have Fallen 6% Yesterday - Forbes #aapl  http://t.co/8v2qhZG65Z,0
343,@APPLE CAN YALL PLEASE SEND ME MY FUCKIN PHONE,-1
344,Anyone know how to fix this? #xcode @apple no simulators... tried complete reinstall #ios http://t.co/Nu9YyqioHU,-1
345,"Apple Bears Get Paid as Put Contracts Double Amid Drop $AAPL #aapl
http://t.co/xDr3Sve7gm",0
346,http://t.co/7iyWkaiMss @apple Early Adoption Issues?? for #ApplePay #blackfriday #Tokenization http://t.co/vHYcIVSIxw,0
347,CNBCTV:  #Apple fighting monopoly allegations #aapl http://t.co/mPsHU4yKTB,-1
348,CNBCTV:  #iPhone growth peaked? #aapl  http://t.co/iTlGPv7oaR,0
349,CNBCTV:  Analyst worries about #iPhone growth #aapl http://t.co/2cA2SfAShg,0
350,CNBCTV:  #Cramer: #AppleWatch a dazzler #aapl  http://t.co/NN0MSAa9s4,1
351,CNBCTV:  #Cramer: Trading #Apple suckers game #aapl http://t.co/cPmnQXDwit,-1
352,CNBCTV: #Apple heads to trial #aapl http://t.co/d0AFg0lQIY,0
353,"RT @JPDesloges: Apple Bears Get Paid as Put Contracts Double Amid Drop $AAPL #aapl
http://t.co/xDr3Sve7gm",0
354,"@Archimage @Apple seen a bunch of people tweeting about. Search Twitter, then dev forums. I don't remember solution.",0
355,".@Apple's iAd #programmatic #advertising is a sign of the times, but it doesn't match the company's innovative rep: http://t.co/L19oQPW8uZ",0
356,This is huge! My ISP @WintekNOC is peering directly with @Apple @Netflix @google &amp; others. Getting 6ms ping response! http://t.co/tIgLoVQoQs,1
357,@apple make SD cards so we can add memory to our iPhone because we all know you won't allow SD cards until you profit from it,-1
358,"WOAH! 7% Cashback from @Apple store for #CyberMonday deals at http://t.co/fNROGTo4qO. #Ipads, #Iphones, #Mac and MORE.",1
359,"All computers are susceptible to Adware, and don't believe that @Apple computers are immune! See this post from... http://t.co/tM2wLSlZgR",0
360,"APPLE Intraday Comments - NEW RANGE - PREMIUM USERS  #aapl #Stockaction #trading #Stocks #MKt
http://t.co/G0TeDLCB9z",0
361,"6 Reasons Apple Could Have Fallen 6% Yesterday $AAPL #aapl
http://t.co/BhJftcy3fN",0
362,"@Apple [#Apple] #Patents An #iPhone Drop Protection Mechanism That Changes Device .... (#Tuesday, 2 #December) http://t.co/WpnlcmBcSB",0
363,Google Chromecast Leapfrogs Apple TV as the Aging Media Player Loses Ground to Rivals http://t.co/14UHvYCP6B #AAPL,-1
364,"Apple MacBook (�949.86)
http://t.co/f5IHhOnzHM
@office_nerd @apple
#tech http://t.co/dWX2Q7sS6F",0
365,my phone keeps fucking freezing @apple,-1
366,"RT @ace_kit_uk: Apple MacBook (�949.86)
http://t.co/f5IHhOnzHM
@office_nerd @apple
#tech http://t.co/dWX2Q7sS6F",0
368,#gorgeous lighting @apple #GrandCentralStation http://t.co/iegTpffKhX,0
369,When you can't hear people through your headphones thank you @Apple for the headphones and @god,-1
370,@Apple new patent has its #iPhone's doing mid air tricks to avoid breaking http://t.co/VWzWp2rY4e #Technology #Apple #patent #Tech,0
371,I've been considering suing @apple for putting that shitty U2 album on my phone,-1
372,. @Apple patents drop-proof mechanism. Breaks laws of physics with anti-gravity. http://t.co/hRgrwfQFRD via @tomshardware #getagoodcase,0
373,@MacRumors @kellyhodgkins I believe it I bought an @amazon Fire TV for $69 @Apple You've lost another customer,-1
374,"Apple goes to trial over $1 billion digital music lawsuit in California $AAPL #aapl
http://t.co/jAxLSipoQF",-1
375,RT @unstanningzarry: my phone keeps fucking freezing @apple,-1
376,Worth reading: #design comparison of @Google and @Apple's map apps: http://t.co/7vGUivRy0C #UX,0
377,@ohiloveariana damn I wish I could get u an iPhone so we could imessage but I don't have enough money dAMN DAMM DAMN @apple,0
378,"Morgan Stanley Sells Apple Inc., but AAPL Stock Still a Buy http://t.co/9tZVa6tPsV #AAPL",0
379,Late Apple Inc. Co-Founder Steve Jobs 'Testifies' In iTunes Case http://t.co/UmRfdsVfZO #AAPL,0
380,"@SparkingAri @Apple ikr! but u dont need to,bc i'll hopefully buy one on christmas if my grades are 17/20",1
381,RT @SparkingAri: @ohiloveariana damn I wish I could get u an iPhone so we could imessage but I don't have enough money dAMN DAMM DAMN @apple,-1
382,"#AAPL:Android Phones to Dominate Through 2018, While iOS Phone Revenue Will ...http://t.co/b9VdeyRXTc",-1
383,Holiday weekend @apple v #android who came out on top? http://t.co/WEpQ4CunCr http://t.co/pNX4QKuymh,0
384,@apple need to sort this b*llshit out with safari in Yosemite! 'Safari can not find server' #apple #macbook #YosemiteProblems #Yosemite,-1
385,"Apple: Canaccord, Merrill Up Targets on iPhone Cycle; Mostly Priced into the Stock, Says Pac Crest $AAPL #aapl
http://t.co/aCM2UjwbFc",0
387,.@Apple faces $1B lawsuit over iPod allegations: http://t.co/UAVE47ez8w #legal #tech #lawsuit,-1
388,#AAPL:Here's Why Apple Won't Be A Trillion Dollar Company According To Billi...http://t.co/k2qlUBT8Bz,0
389,@Apple gets patent to prevent cracked screens by rotating #iPhones as they fall: http://t.co/u23MhIOGjj http://t.co/0KR2KnuNQT #Apple,0
390,@tim_cook Not happy with @Apple @AppStore Backwards compatibility should be a given.  It is for my other apps why not Aperture?? Money Grab?,-1
392,Why isn't @Apple on Twitter? http://t.co/J37ja6MrpE,0
393,@ggwpapple higher ups can link that link back to your @apple.com email address,0
394,Hey @apple: Love ya but #AppleCare low-fi hold music is awful. Would prefer to hear tips on using apple gear.  Better use of my hold time.,-1
399,"Apple's iPhone 6 may face patent dispute from Chinese vendor with look-alike device $AAPL #aapl
http://t.co/djF7KJjtPG",-1
400,Eddy Cue Speaks About iBooks Price-Fixing Case: 'We Feel We Have to Fight for the Truth' http://t.co/EQ7bKRe8K4 #AAPL,0
401,Russia Could Ban Apple Inc. iPhone For Lawmakers [REPORT] http://t.co/AVW6r4P2C8 #AAPL,0
402,"As a die hard @Apple customer, I must say I am truly displeased with the customer service I was given yesterday. #badservice #Apple",-1
403,I would like an @Apple rep to reach out to me and resolve the issue @tim_cook,0
404,$AAPL has 4 analyst ratings in the last 7 days and 100% are positive. Median target: $137.5 (19% upside). https://t.co/ogs2AlQqHu #AAPL,0
406,@ace_kit_uk @office_nerd @Apple Is this deal still available?,0
407,CNBCTV:  #Apple arguably most innovative company in world: Pro #aapl http://t.co/xWVD3zCkHu,1
408,"@TheMancBear @ace_kit_uk @Apple Hi Craig!  Yes, this offer is still available. Please visit us online http://t.co/Sx9TwALiru to purchase.",0
409,CNBCTV:  Day 1: #Apple's antitrust trial #aapl http://t.co/FQRoudZyOw,0
410,#AAPL I think it will be valued at 140-145s at next year.Death of Steve Jobs damaged #Samsung more than Apple +,0
411,"EU: Nice iPhone ya got there. Pity if something were to happen to it.
http://t.co/vpn1gWZi2r @Apple @applenws @iPhone_News",0
412,#AAPL:Apple heads to trial with Steve Jobs as a witness...http://t.co/qq3XcPJPTk,0
414,RT @jopocop: BloombergTV:  #SteveJobs Testimony to Play Key Role in #iPod Trial http://t.co/vVRrZZMUdL #aapl,0
415,"Deutsche Bank Sees Risk Of Apple iPhone's 'Sharp Production Cuts' $AAPL #aapl
http://t.co/QHLVaGZjkU",0
416,"#Verr�_cktes #Ger�_cht: #iPhone6s zum @Apple [#Apple] Watch. (#Tuesday, 2 #December) http://t.co/bCjwU8zA0R",0
417,@Google #Chromecast Leapfrogs @Apple #TV as the Aging Media Player Loses Ground to Rivals http://t.co/ukS4uyDEki,0
418,@Apple gets patent to prevent cracked screens by rotating iPhones as they fall http://t.co/TmvY6OmQVN @tim_maliyil http://t.co/bQuuvuPfeR,0
419,@apple plz kill Verizon soooo I don't have weird apps and passcodes and synchronized locations on everything,-1
420,RT @Elmetifi: #AAPL I think it will be valued at 140-145s at next year.Death of Steve Jobs damaged #Samsung more than Apple +,-1
421,Strikes me as somewhat stupid that @Apple have sent me a brand new iPhone without the latest software on. So I can't restore my old stuff.,-1
422,@apple really needs to do something about these bullshit cords,-1
423,Back from the Dead: Old iPods Drag Apple to Court http://t.co/8CqmzYqeGT #AAPL #SteveJobs,0
424,"Up 169%, Is #Apple Supplier #Skyworks Still A Buy? #SWKS  #AAPL #BRCM #MU #QCOM #VTI http://t.co/YcxoMNmHqo",0
425,5 gorgeous #iPhone #apps with surprising designs and amazing visuals | BGR #aapl http://t.co/6UkoSYokMn,1
427,RT @IDSA: Legendary @Apple designer @SusanKare gives young designers 2 simple rules to follow. http://t.co/m5zs57VXdL via @FastCoDesign,0
428,@Apple ??? My iPhone 3 which has been sitting quietly for a year in a protective case just split open at the back http://t.co/PyoHjiuG03,-1
429,"@NCRcorporation Silver Merchants Prefer #Bitcoin to @Apple #ApplePay http://t.co/fHQcL7Tz1K 
#Payments
#Retail
#Banking",0
430,"Yes @apple, now is a perfect time to lock my screen and install a software update without asking. #not",-1
431,"Me too. MT @MsNarcissistic As a die hard @Apple customer, I am truly displeased with the customer service I was given yesterday. #badservice",-1
432,"Chinese phone vendor claims Apple's iPhone 6 looks too similar $AAPL #aapl
http://t.co/tcrnEA6YjX",0
433,@SamJam Agreed--have to give props to @Apple for battery life on new iPhones. It's SO good. #TL_Chat,1
434,#Winter can be scary but you can stay safe #Winnipeg with our free @Apple app http://t.co/wYJVGqW6qT,0
435,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/0RzUiWcD9n",0
436,"RT @JPDesloges: APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/0RzUiWcD9n",0
437,@apple I hate the microphone shit on the imessage please take it the fuck off,-1
438,A4: Sounds like I need to upgrade to the @Apple iPhone 6+. Although my spacious purse holds many items! @TommyHilfiger @StoreysTL #TL_Chat,0
439,#Apple Patents Method to Make #iPhones Fall Like a Cat #aapl http://t.co/ZrkJVUqK2E,0
440,#AAPL:Apple Should Fight The New Court Case Over Steve Jobs' DRM Decision...http://t.co/Se3yRHrAv1,0
441,#Apple in the Dock: $1 Billion Antitrust Claim Casts #SteveJobs as Conspirator #aapl http://t.co/qZaTiTlR26,-1
442,#Apple Bears Get Paid as Put Contracts Double Amid Drop #aapl http://t.co/rMBM5mg5EJ,0
443,"@SJSpencee @Apple Hell yeah Steve, stick it to the man!",1
444,"Dear @Apple, I've been an Apple user for over 20 years and can't remember a bug like this current Safari on. #fixit! http://t.co/6AlSsd6igw",-1
445,"Dear @Apple.

Kindly fuck off with your .m4a format.

Regards,
Music Listeners Everywhere.",-1
446,"If @BlackBerry were like @Apple, 10.3.1 would have been released already. BB is not playing catch up, they have time to assure it's perfect.",0
447,A6: Speaking of wearables! The new @Fitbit ChargeHR &amp; an @Apple iPhone 6. I want to eat latkes and run in place. #TL_Chat @TravlandLeisure,0
448,@LittleWordBites @Apple @TommyHilfiger Sounds like we'd travel well together then! #TL_Chat,0
449,@LittleWordBites @TravlandLeisure @Apple  &gt; A5: chipping in here- I am inspired by the iPhone 6+~ takes incredible photos! Pin sharp!,1
450,Was pleased to meet a fellow tweep at @apple #connectED event!  A fellow #tbcoach practitioner @wyokari it was great to meet IRL #txed,1
451,Our buddies @ArccosGolf are at eye level in the @apple store #startups @ctnext @StamfordiCenter #nice http://t.co/r3j9yZ5G8u,0
452,"Apple Watch on Track for February 2015 Release, Testing Underway [Rumour]  $AAPL #aapl
http://t.co/vjOWVvDFx5",0
453,@UberFacts i can think of 100 reasons not to if your on a 4s. Fuck @apple,-1
454,"RT @JPDesloges: Apple Watch on Track for February 2015 Release, Testing Underway [Rumour]  $AAPL #aapl
http://t.co/vjOWVvDFx5",0
455,RT @ppropp: Our buddies @ArccosGolf are at eye level in the @apple store #startups @ctnext @StamfordiCenter #nice http://t.co/r3j9yZ5G8u,0
456,"@midnight Its unfollow unlike Tuesday? How many can you unlike #unfollow? #SocialCleanUpTuesdayMaybe @Charter or @Apple #AntiDrama @FoxNews",0
457,@TomAdler @shortyawards @Apple I agree.  'Get' does not explicitly imply free.,0
458,@sometimesboring also wtf @apple i dont even live in kirkby,-1
459,"The #innovation sector has the largest multiplier effect when it comes to jobs! @Apple employs 13,000, while creating 70,000 indirect jobs!",1
460,"Morgan Stanley Sells Apple Inc., but AAPL Stock Still a Buy $AAPL #aapl
http://t.co/w6zGbxeEs0",0
461,There's a movie in my iTunes Match / iCloud that I can't remove. Actually it's a trailer. Very annoying @Apple.,-1
462,Silver finish: The #AppleWatch places second before it's even out http://t.co/lAEe2Uy4QD via @macworld #aapl,1
463,Siri be on that bull shit telling me it's not gonna rain and shit da fuck I pay for her for @apple,-1
464,@Apple Give me a job so I never have to suffer through Windows OS for personal nor work use,1
466,.@Google Unseats @Apple In U.S. Classrooms As #Chromebooks Beat #iPads,-1
467,"@macmall is the @united of shopping. you have paid, but you may or not receive your goods (or flight). @apple far better at #custserv",1
468,waiting on my #iPod - Bubblews http://t.co/un1LzQKrL0 via @apple #apple,0
469,Changing words that aren't even misspelled like where do they REALLY do that at???? I would really like to know. @apple,-1
470,Russia Could Ban #Apple Inc. iPhone For Lawmakers [REPORT] http://t.co/WrAI7vkuz2 #aapl,-1
